GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,58000.0,58 000 [49 000 - 67 000],49000.0,67000.0
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/percentage-of-people-living-with-hiv-who-are-currently-receiving-antiretroviral-therapy-%28art%29,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,88.0,88 [79 - >98],79.0,98.0
HIV_0000000006,Number of people dying from HIV-related causes,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-due-to-hiv-aids,2005,2005,2005,AFR,Africa,KEN,Kenya,,,,130000.0,130 000 [100 000 - 180 000],100000.0,180000.0
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2000,2000,2000,AFR,Africa,KEN,Kenya,,,,140000.0,140 000 [110 000 - 160 000],110000.0,160000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2002,2002,2002,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,4.6,4.6 [2.5 - 7.8],2.5,7.8
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,28370.0,28 370,,
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,210000.0,210 000 [160 000 - 270 000],160000.0,270000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,1996,1996,1996,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,7.2,7.2 [4 - 12],4.0,12.0
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,57368.0,57 368,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2021,2021,2021,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,0.34,0.34 [0.2 - 0.56],0.2,0.56
HIV_0000000006,Number of people dying from HIV-related causes,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-due-to-hiv-aids,2007,2007,2007,AFR,Africa,KEN,Kenya,,,,100000.0,100 000 [79 000 - 140 000],79000.0,140000.0
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2002,2002,2002,AFR,Africa,KEN,Kenya,,,,260000.0,260 000 [200 000 - 320 000],200000.0,320000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,1992,1992,1992,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,13.0,13 [7.3 - 23],7.3,23.0
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/percentage-of-people-living-with-hiv-who-are-currently-receiving-antiretroviral-therapy-%28art%29,2005,2005,2005,AFR,Africa,KEN,Kenya,,,,3.0,3 [3 - 4],3.0,4.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,1997,1997,1997,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,7.4,7.4 [4 - 12],4.0,12.0
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2008,2008,2008,AFR,Africa,KEN,Kenya,,,,94000.0,94 000 [79 000 - 110 000],79000.0,110000.0
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections,2007,2007,2007,AFR,Africa,KEN,Kenya,,,,95000.0,95 000 [54 000 - 160 000],54000.0,160000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2017,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,0.76,0.76 [0.42 - 1.3],0.42,1.3
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,0.0,0 [0 - 0],0.0,0.0
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,25000.0,25 000 [14 000 - 42 000],14000.0,42000.0
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2015,2015,2015,AFR,Africa,KEN,Kenya,,,,49.0,49 [38 - 61],38.0,61.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,1996,1996,1996,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,6.0,6 [3.4 - 9.7],3.4,9.7
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2016,2016,2016,AFR,Africa,KEN,Kenya,,,,130000.0,130 000 [100 000 - 170 000],100000.0,170000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2008,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,1.9,1.9 [1.1 - 3.1],1.1,3.1
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2018,2018,2018,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,0.47,0.47 [0.27 - 0.76],0.27,0.76
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,54000.0,54 000 [46 000 - 63 000],46000.0,63000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2015,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,1.3,1.3 [0.7 - 2.2],0.7,2.2
HIV_0000000020,Estimated number of pregnant women living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-percentage-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2012,2012,2012,AFR,Africa,KEN,Kenya,,,,52.0,52 [45 - 61],45.0,61.0
HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,53980.0,53980,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,1994,1994,1994,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,7.7,7.7 [4.5 - 13],4.5,13.0
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/percentage-of-people-living-with-hiv-who-are-currently-receiving-antiretroviral-therapy-%28art%29,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,91.0,91 [81 - >98],81.0,98.0
HIV_0000000020,Estimated number of pregnant women living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-percentage-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,82.0,82 [71 - 97],71.0,97.0
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-hiv-among-adults-aged-15-to-49-%28-%29,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,4.3,4.3 [3.9 - 5],3.9,5.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2006,2006,2006,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,2.4,2.4 [1.4 - 4],1.4,4.0
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,1991,1991,1991,AFR,Africa,KEN,Kenya,,,,76000.0,76 000 [59 000 - 96 000],59000.0,96000.0
HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-receiving-antiretroviral-therapy,2006,2006,2006,AFR,Africa,KEN,Kenya,,,,128722.0,128 722,,
HIV_0000000020,Estimated number of pregnant women living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-percentage-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2015,2015,2015,AFR,Africa,KEN,Kenya,,,,81.0,81 [70 - 96],70.0,96.0
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-hiv-among-adults-aged-15-to-49-%28-%29,2015,2015,2015,AFR,Africa,KEN,Kenya,,,,4.7,4.7 [4.2 - 5.4],4.2,5.4
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,1997,1997,1997,AFR,Africa,KEN,Kenya,,,,200000.0,200 000 [150 000 - 250 000],150000.0,250000.0
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,1600000.0,1 600 000 [1 400 000 - 1 800 000],1400000.0,1800000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2020,2020,2020,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,0.73,0.73 [0.4 - 1.2],0.4,1.2
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,1991,1991,1991,AFR,Africa,KEN,Kenya,,,,81000.0,81 000 [68 000 - 93 000],68000.0,93000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2003,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,3.7,3.7 [2 - 6.1],2.0,6.1
HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2019,2019,2019,AFR,Africa,KEN,Kenya,,,,59304.0,59304,,
HIV_0000000020,Estimated number of pregnant women living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-percentage-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,63.0,63 [55 - 75],55.0,75.0
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,90000.0,90 000 [77 000 - 100 000],77000.0,100000.0
HIV_0000000006,Number of people dying from HIV-related causes,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-due-to-hiv-aids,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,140000.0,140 000 [110 000 - 200 000],110000.0,200000.0
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2011,2011,2011,AFR,Africa,KEN,Kenya,,,,88000.0,88 000 [74 000 - 100 000],74000.0,100000.0
HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2015,2015,2015,AFR,Africa,KEN,Kenya,,,,59024.0,59024,,
HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-receiving-antiretroviral-therapy,2017,2017,2017,AFR,Africa,KEN,Kenya,,,,1112750.0,1 112 750,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,82000.0,82 000 [46 000 - 140 000],46000.0,140000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2010,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,1.6,1.6 [0.92 - 2.6],0.92,2.6
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2001,2001,2001,AFR,Africa,KEN,Kenya,,,,1700000.0,1 700 000 [1 500 000 - 1 900 000],1500000.0,1900000.0
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2006,2006,2006,AFR,Africa,KEN,Kenya,,,,100000.0,100 000 [84 000 - 120 000],84000.0,120000.0
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,0.0,0,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2002,2002,2002,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,3.5,3.5 [2 - 5.6],2.0,5.6
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,1500000.0,1 500 000 [1 300 000 - 1 700 000],1300000.0,1700000.0
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2000,2000,2000,AFR,Africa,KEN,Kenya,,,,1700000.0,1 700 000 [1 600 000 - 2 000 000],1600000.0,2000000.0
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-hiv-among-adults-aged-15-to-49-%28-%29,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,3.9,3.9 [3.5 - 4.5],3.5,4.5
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2015,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,0.79,0.79 [0.45 - 1.3],0.45,1.3
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,1992,1992,1992,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,11.0,11 [6.2 - 19],6.2,19.0
HIV_0000000006,Number of people dying from HIV-related causes,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-due-to-hiv-aids,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,21000.0,21 000 [16 000 - 29 000],16000.0,29000.0
HIV_0000000006,Number of people dying from HIV-related causes,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-due-to-hiv-aids,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,74000.0,74 000 [57 000 - 100 000],57000.0,100000.0
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,120000.0,120 000 [89 000 - 150 000],89000.0,150000.0
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,82000.0,82 000 [63 000 - 100 000],63000.0,100000.0
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/percentage-of-people-living-with-hiv-who-are-currently-receiving-antiretroviral-therapy-%28art%29,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,2.0,2 [1 - 2],1.0,2.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2005,2005,2005,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,2.7,2.7 [1.5 - 4.3],1.5,4.3
HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,46361.0,46361,,
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2019,2019,2019,AFR,Africa,KEN,Kenya,,,,63000.0,63 000 [54 000 - 73 000],54000.0,73000.0
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,18.0,18 [14 - 22],14.0,22.0
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,52300.0,52 300,,
HIV_0000000020,Estimated number of pregnant women living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-percentage-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2016,2016,2016,AFR,Africa,KEN,Kenya,,,,83.0,83 [72 - 98],72.0,98.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,1994,1994,1994,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,11.0,11 [6.2 - 19],6.2,19.0
HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,57523.0,57523,,
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2002,2002,2002,AFR,Africa,KEN,Kenya,,,,0.0,0 [0 - 0],0.0,0.0
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2012,2012,2012,AFR,Africa,KEN,Kenya,,,,31.0,31 [24 - 39],24.0,39.0
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2017,2017,2017,AFR,Africa,KEN,Kenya,,,,69000.0,69 000 [59 000 - 80 000],59000.0,80000.0
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,1500000.0,1 500 000 [1 300 000 - 1 700 000],1300000.0,1700000.0
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,170000.0,170 000 [130 000 - 210 000],130000.0,210000.0
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-hiv-among-adults-aged-15-to-49-%28-%29,2005,2005,2005,AFR,Africa,KEN,Kenya,,,,6.2,6.2 [5.5 - 7.1],5.5,7.1
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/percentage-of-people-living-with-hiv-who-are-currently-receiving-antiretroviral-therapy-%28art%29,2000,2000,2000,AFR,Africa,KEN,Kenya,,,,0.0,0 [0 - 0],0.0,0.0
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,56000.0,56 000 [48 000 - 65 000],48000.0,65000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2010,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,1.9,1.9 [1.1 - 3.2],1.1,3.2
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/percentage-of-people-living-with-hiv-who-are-currently-receiving-antiretroviral-therapy-%28art%29,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,74.0,74 [66 - 84],66.0,84.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2011,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2.0,2 [1.1 - 3.4],1.1,3.4
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,1995,1995,1995,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,9.9,9.9 [5.3 - 17],5.3,17.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2022,2022,2022,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,0.29,0.29 [0.17 - 0.47],0.17,0.47
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/percentage-of-people-living-with-hiv-who-are-currently-receiving-antiretroviral-therapy-%28art%29,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,77.0,77 [69 - 87],69.0,87.0
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-hiv-among-adults-aged-15-to-49-%28-%29,2011,2011,2011,AFR,Africa,KEN,Kenya,,,,5.2,5.2 [4.6 - 5.9],4.6,5.9
