GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2013,2013,2013,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,5.31196,5.3,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2008,2008,2008,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,4.07277,4.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,1.32418,1.3,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2021,2021,2021,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,1184.0,1184 [274-2509],274.0,2509.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2001,2001,2001,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.02065,0,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1997,1997,1997,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,4546.0,4546 [2145-7490],2145.0,7490.0
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1955,1955,1955,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,144.81171,144.8 [130.2-161.4],130.17978,161.37909
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1961,1961,1961,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,36668.0,36 668 [33 663-39 899],33663.0,39899.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2014,2014,2014,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.18825,0.2,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2007,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,63.51345,63.5 [57.3-70.0],57.30789,70.02576
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1970,1970,1970,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,82.48081,82.5 [76.6-88.9],76.62223,88.87374
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2002,2002,2002,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,9.41031,9.4 [8.2-10.8],8.19673,10.78789
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2003,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,13509.8212,13 510,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1966,1966,1966,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,93.72139,93.7 [87.3-100.7],87.33207,100.66416
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2019,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,43.25353,43.3 [39.0-48.1],39.01705,48.1492
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2020,2020,2020,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,11531.0,11 531 [9852-13 438],9852.0,13438.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2015,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,5409.21152,5409.2,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2003,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,121.02619,121,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2019,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,13871.0,13 871 [12 128-15 859],12128.0,15859.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2007,2007,2007,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.04018,0,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2004,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,6430.0,6430 [5057-8015],5057.0,8015.0
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1998,1998,1998,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,35088.0,35 088 [32 558-37 589],32558.0,37589.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2002,2002,2002,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,86.59968,86.6 [80.8-92.8],80.80719,92.82118
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2014,2014,2014,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.02763,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2013,2013,2013,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2002,2002,2002,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,58359.0,58 359 [54 277-62 581],54277.0,62581.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1994,1994,1994,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,3001.0,3001 [2402-3708],2402.0,3708.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2009,2009,2009,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.14925,0.1,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2008,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,6.92132,6.9 [5.9-8.1],5.89835,8.10505
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1991,1991,1991,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,3808.0,3808 [2798-4985],2798.0,4985.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2013,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,8.76466,8.8 [6.3-11.7],6.34165,11.73213
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2010,2010,2010,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.06158,0.1,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2005,2005,2005,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,21388.0,21 388 [19 019-23 888],19019.0,23888.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1992,1992,1992,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2487.0,2487 [1940-3169],1940.0,3169.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2019,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,10.97604,11.0 [7.1-16.0],7.14182,15.95043
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2021,2021,2021,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1995,1995,1995,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,53794.0,53 794 [50 199-57 464],50199.0,57464.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2012,2012,2012,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,7.73259,7.7 [5.8-10.1],5.78936,10.12876
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,1996,1996,1996,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,26.74644,26.7 [24.2-29.4],24.18615,29.44572
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2014,2014,2014,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,3.16573,3.2,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2008,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,5277.0,5277 [4070-6646],4070.0,6646.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2007,2007,2007,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00015,0,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1990,1990,1990,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,101.44997,101.4 [95.2-108.4],95.16477,108.39382
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2001,2001,2001,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,113.43271,113.4 [102.0-126.1],102.00164,126.11053
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,17444.0522,17 444,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1972,1972,1972,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,149.87273,149.9 [139.6-160.9],139.64405,160.85171
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1990,1990,1990,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,1710.0,1710 [786-2742],786.0,2742.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2005,2005,2005,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,1962.0,1962 [994-3051],994.0,3051.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2018,2018,2018,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,214.35851,214.4,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2010,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,5332.96379,5333,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,1992,1992,1992,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,9013.0,9013 [8042-10 134],8042.0,10134.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2006,2006,2006,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,126.7275,127,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2020,2020,2020,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,14460.0,14 460 [12 424-16 798],12424.0,16798.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1998,1998,1998,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,117.20741,117.2 [105.8-129.8],105.80822,129.84824
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2002,2002,2002,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.08731,1.1,,
CM_03,Number of neonatal deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-neonatal-deaths,1966,1966,1966,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,21802.0,21 802 [19 262-24 478],19262.0,24478.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2008,2008,2008,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0729,0.1,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2006,2006,2006,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,9.99473,10.0 [8.1-12.2],8.06409,12.24107
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2014,2014,2014,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.11797,0.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2000,2000,2000,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.64024,0.6,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2019,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,920.82814,920.8,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1993,1993,1993,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,14.67483,14.7 [11.3-18.8],11.32361,18.75522
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2021,2021,2021,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,1998.67996,1998.7,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1969,1969,1969,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,84140.0,84 140 [78 648-89 963],78648.0,89963.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.6772,0.7,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2005,2005,2005,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,427.58182,427.6,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,3314.3389,3314.3,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2013,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,5.53063,5.5 [4.5-6.7],4.53317,6.66753
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,3.87597,3.9,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1993,1993,1993,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,28389.0,28 389 [25 542-31 561],25542.0,31561.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2017,2017,2017,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,3.78618,3.8,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2012,2012,2012,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.02428,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2009,2009,2009,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.02934,0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2014,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,3.06228,3.1,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1961,1961,1961,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,180.11756,180.1 [165.4-196.5],165.39693,196.51596
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2004,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,22387.0,22 387 [19 974-24 947],19974.0,24947.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1995,1995,1995,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,3222.0,3222 [2602-3955],2602.0,3955.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2004,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,70.57102,70.6 [65.3-76.2],65.30531,76.18624
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2016,2016,2016,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,1.11444,1.1,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2016,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2661.0,2661 [1651-4033],1651.0,4033.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2009,2009,2009,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,5081.0,5081 [3895-6431],3895.0,6431.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1975,1975,1975,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,137.47409,137.5 [128.3-147.5],128.26453,147.45467
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2010,2010,2010,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2007,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,340.1311,340.1,,
CM_03,Number of neonatal deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-neonatal-deaths,1988,1988,1988,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,26950.0,26 950 [24 234-29 785],24234.0,29785.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2000,2000,2000,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,2092.08308,2092,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2001,2001,2001,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,2637.22524,2637.2,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2005,2005,2005,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,5.60014,5.6,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1960,1960,1960,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,106.82554,106.8 [97.6-117.3],97.5711,117.26651
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2019,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2006,2006,2006,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,10429.62162,10 430,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2005,2005,2005,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.00467,0,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2012,2012,2012,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,6696.0,6696 [5036-8701],5036.0,8701.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2017,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,3112.07132,3112.1,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2012,2012,2012,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,5.54384,5.5 [4.7-6.6],4.66312,6.55103
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2020,2020,2020,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,53095.0,53 095 [47 388-59 733],47388.0,59733.0
